seller_id,seller_zip_prefix,seller_city,seller_state,seller_lat,seller_lng
325f3178fb58e2a9778334621eecdbf9,6790,taboao da serra,SP,-23.61117566577071,-46.78672761113588
4f0d637c1197fd65405ebd755ac9f86b,6768,taboao da serra,SP,-23.607689842105263,-46.75281481578943
4b98b0428fc1932cc2514ef9ce2505e6,6795,taboao da serra,SP,-23.613029598605625,-46.79742955757189
eb5b6204dde3a6e03b5f1bb8479f055b,6900,embu guacu,SP,-23.835126827049766,-46.814086285028324
67e43d802fde8cfd3f9580124f8167d1,7062,guarulhos,SP,-23.459959958003186,-46.55243585387708
7681ef142fd2c19048da7430856b5588,7074,guarulhos,SP,-23.44990733896688,-46.56294917650381
72c5da29406b4234927b81855e7b64f6,7077,guarulhos,SP,-23.436153784043974,-46.55233201188834
8581055ce74af1daba164fdbd55a40de,7112,guarulhos,SP,-23.46870426001278,-46.51614189492681
6b90f847357d8981edd79a1eb1bf0acb,7152,guarulhos,SP,-23.405071357071822,-46.47090013741649
b1204cfda1d4948679db3cfc0d3cb95c,7170,guarulhos,SP,-23.43186747405495,-46.43492308830101
e63e8bfa530fb16910dd6956e592bb81,7160,guarulhos,SP,-23.410633365293403,-46.445163597259956
f46490624488d3ff7ce78613913a7711,7194,guarulhos,SP,-23.442890814200968,-46.50673902926123
70bf57d811208f8923b41bbd499a67a4,7866,franco da rocha,SP,-23.3000366080716,-46.70953772141059
835f0f7810c76831d6c7d24c7a646d4d,8030,sao paulo,SP,-23.50320576014991,-46.42228420833628
c35affa65afd250151285c5917fc1c8a,8050,sao paluo,SP,-23.51121324471153,-46.458844679310054
ff69aa92bb6b1bf9b8b7a51c2ed9cf8b,8140,sao paulo,SP,-23.511203891310107,-46.39933342623787
edf3fabebcc20f7463cc9c53da932ea8,8320,sao paulo,SP,-23.62705221927803,-46.473162413196306
8931a84a914b3fe9b1ddaa4d704947ca,8410,sao paulo,SP,-23.548909981913905,-46.42292496090773
38874e327ce94d11390b96eb42d61928,8577,itaquaquecetuba,SP,-23.486111454662215,-46.366720765317105
21d59342ba150175ca2aa4f8faddeca6,8593,itaquaquecetuba,SP,-23.474479864080735,-46.30647080192452
e88165a185134e13fdfc85d4fa654db8,8517,ferraz de  vasconcelos,SP,-23.56892589286744,-46.372428309048416
ce33c6211beaa8fef4cae8b52db39862,8655,suzano,SP,-23.593812738366193,-46.30568570187292
720e6cf846ea7572cbb66b743fb91e6c,8717,mogi das cruzes / sp,SP,-23.53978485023305,-46.19090421090353
da3fede3469bf49b7293ce3fc45b294d,8743,mogi das cruzes,SP,-23.555409578770277,-46.218132250650505
2c9e548be18521d1c43cde1c582c6de8,8752,mogi das cruzes,SP,-23.543394600163566,-46.262085681846166
6288c69c4ce638e59925e59193f98b16,9010,santo andre,SP,-23.659483201758057,-46.525087642099905
9485a23c0430ba1d58d359391606fce6,9015,santo andre,SP,-23.659363636440858,-46.523183340521726
0eaa7e33d73809f1f925f7d07c506cbd,9111,santo andre,SP,-23.67120903205988,-46.49116730072025
14d7985702e72162bbf13b6beb74ab2b,9131,santo andre,SP,-23.694922546257132,-46.497118306772464
8fbd63429be6d3e5e6d1a709b6464802,9130,santo andre,SP,-23.689444627914774,-46.50501034876412
d13e50eaa47b4cbe9eb81465865d8cfc,9210,santo andre,SP,-23.637381848852485,-46.52809787861087
03a2a6dcbe45d639c4dc2a0d24769c40,9340,maua,SP,-23.671406718740258,-46.430267450470716
751bdc4d83a466c7206cd42e8f426b03,9405,ribeirao pires,SP,-23.70076577122381,-46.4043333118322
08633c14ef2db992c11f840f04fad4cd,9416,ribeirao pires,SP,-23.738855470323358,-46.447140971353605
20b54c376b794ed028df09a3cd88e8dc,9560,sao caetano do sul,SP,-23.632642413705756,-46.55438133370328
8a8835a43bda99fd37310ad76c457510,9540,sao caetano do sul,SP,-23.624968420796623,-46.56619435528589
c458e2045a8aa8964f8879af03fdcce6,9572,sao caetano do sul,SP,-23.642441270973286,-46.56083126678533
3606774ec64634822d78dc2db6d37045,9510,sao caetano do sul,SP,-23.615655757086817,-46.57186007842897
c5f7feb04a6a1fb3596322bfc3cf1917,9571,sao caetano do sul,SP,-23.634902556306105,-46.564837338912426
98115075dd26cb8835946fc6086f5d30,9687,ao bernardo do campo,SP,-23.67339363342445,-46.59524050907027
1a6245add4353f18ed55138808906979,9694,sao bernardo do campo,SP,-23.67103703273756,-46.581018365360634
0ddefe3c7a032b91f4e25b9c3a08fca1,9721,sao bernardo do campo,SP,-23.71964586603909,-46.5475254638554
dfc5fb7259bb2b599ca565e6e9448f0f,9780,sao bernardo do campo,SP,-23.715049594657156,-46.53726820837794
ca7c6bd577e559472af1c699de9e764e,9812,sao bernardo do campo,SP,-23.72488504911052,-46.570414288708626
1660ad786c27fd935378b6192a90b417,9891,sao bernardo do campo,SP,-23.685798014930253,-46.57089267384955
966cb4760537b1404caedd472cc610a5,9920,diadema,SP,-23.68166159783415,-46.623333307785806
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,-23.937828782369902,-46.356591532885155
e067ad2c1c0b48758eb1b5228bcf7a68,11045,santos,SP,-23.969746244887727,-46.32193882675138
a7ecf689b40a44361e259b28939023e4,29102,vila velha,ES,-20.37128036966109,-40.307218377607995
51209b446b2073894bdc0face6c73ffc,29104,vila velha,ES,-20.366701930567036,-40.3171892178199
2f4b9d112bfa44a214bc6cef085d17c8,29600,afonso claudio,ES,-20.076821553002276,-41.12371138232126
b0398568231ba5e6734af1881671a317,29704,colatina,ES,-19.526644305085586,-40.662431856344476
3afc536624bc2e65bddfb5db33cc01f3,30150,belo horizonte,MG,-19.92595313663051,-43.92700122120833
e76ecc7e9a1a1e3c6df9d2a8261c423d,30140,belo horizonte,MG,-19.93104856825169,-43.93603257269489
2a84855fd20af891be03bc5924d2b453,30111,belo horizonte,MG,-19.917826028188397,-43.942417941975386
93dc87703c046b603023e75222018b45,30315,belo horizonte,MG,-19.953802807940583,-43.93090361544768
b080809eaacb49e5ca07290981472431,30431,belo horizonte,MG,-19.935486917207538,-43.96684971780442
fc906263ca5083d09dce42fe02247800,31030,belo horizonte,MG,-19.90612056261318,-43.92370433417947
08d1c9478fb0d7d7fcac9c0da4e82fc7,31110,belo horizonte,MG,-19.904918272682526,-43.936891702496084
0b46f784306be7200ca1700aa55d819f,31210,belo horizonte,MG,-19.906712194756448,-43.94889650258166
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,-19.841600785453984,-43.980221836123626
66922902710d126a0e7d26b0e3805106,31842,belo horizonte,MG,-19.83768155726055,-43.92405254267353
05f51e13da97139648b8125c31e5f51b,31910,belo horizonte,MG,-19.869927909222362,-43.919706450313775
55029529919c0123526150bd26ca8f20,32280,contagem,MG,-19.94732845763311,-44.05782869450707
7357b52d27cbaa90f81a96cbc1279396,33400,lagoa santa,MG,-19.6365201044844,-43.89965142692269
d1b9d4be4b6f9ebd85f8acd6745ba612,34006,nova lima,MG,-19.980486288814678,-43.93981496058216
d921b68bf747894be13a97ae52b0f386,35570,formiga,MG,-20.46253562176836,-45.433058998165116
ff82e8873fba613f2261a9acc896fd84,35900,itabira,MG,-19.630798716958807,-43.22225368010825
8e670472e453ba34a379331513d6aab1,36087,juiz de fora,MG,-21.706930660270253,-43.42528623659742
4d0041cdbe51b4617d95c70b19decc74,36052,juiz de fora,MG,-21.74696882286947,-43.346231922494134
47f55702f598c7c6cc8458b0fbc1c49a,36213,dores de campos,MG,-21.109897644968864,-44.023367679359396
a9415cf907dfa12f9ed18693244f5329,36320,prados,MG,-21.05906715090505,-44.083411637917365
34d1ca11b242c0fee2c834ae8d788566,36415,congonhas,MG,-20.509894537367913,-43.8616875473087
15ead3a5037a918ddb520dfe39a3d2b9,36401,conselheiro lafaiete,MG,-20.65784177366289,-43.77659493151107
b92e3c8f9738272ff7c59e111e108d7c,36502,uba,MG,-21.124876951863786,-42.92677954827476
1d29dfba02015238dfbe2449a5eaa361,36576,vicosa,MG,-20.699028840686488,-42.99946861920251
08cdbae123ff67ca4e36d9d641ce0119,36504,uba,MG,-21.113687113557148,-42.937331269957205
43a5d4a57af536fddc96d08be3afdfcb,37006,varginha,MG,-21.56544337798536,-45.438245098537486
6179a28a13a726c29b3bf54c070dccab,37048,varginha,MG,-21.570497333928866,-45.417846582240806
5b51032eddd242adc84c38acab88f23d,37564,borda da mata,MG,-22.262584130235293,-46.17112394057631
9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG,-22.755499744142995,-46.14001332890425
ef9952469137ff190bacafe117f51537,38022,uberaba,MG,-19.760188995545466,-47.93914526044795
f307937c1bb287c3efc2a514b94b0d1d,38183,araxa,MG,-19.596561505957943,-46.9374884832494
41c9d3997dd3c072c31139dc5bb5761f,38182,araxa,MG,-19.605227525304745,-46.92587490743115
939f6e231201f26803cb5c3a3d2940b3,17051,bauru,SP,-22.33098509272632,-49.09994406784406
17306570e772e7718c92a562d33f5f1d,17250,bariri,SP,-22.07402227056759,-48.740256216555636
8b11118053756a9a2932f447e11fc1b5,17350,igaracu do tiete,SP,-22.51618721317427,-48.56280548602923
238fac594e170b59c6d228f5a4f4f1d9,17300,dois corregos,SP,-22.368024597233404,-48.3862619792224
d51e0a403fe2e689ece6c73359d96e12,17580,pompeia,SP,-22.10367343012363,-50.17893613850752
52831e5990d0771cb4951d6f12928167,17600,tupa,SP,-21.934484546249056,-50.513982294306906
ab75b89cc49c9ab3160d0c91565a442a,17604,tupa,SP,-21.943091440035154,-50.51676304094404
37515688008a7a40ac93e3b2e4ab203f,17900,dracena,SP,-21.48639335970809,-51.533744143993815
a150c540f572d0fb53992264bc5c10b5,18035,sorocaba,SP,-23.501008718763483,-47.46202591726421
0aea4c6ae1505b3228ddf3dd7822ee5b,18080,sorocaba,SP,-23.485222804706993,-47.45986989975183
6fa9202c10491e472dffd59a3e82b2a3,18030,sorocaba,SP,-23.510538970251268,-47.45966978985546
a17f621c590ea0fab3d5d883e1630ec6,18055,sorocaba,SP,-23.497316500688576,-47.50160216407419
c157bdeedcbc9a8e3c8bf0d87ff24428,18120,mairinque,SP,-23.536502958352973,-47.18889011605327
0b1ca3ef18a63d7eb0c8897fa0849c08,18131,sao roque,SP,-23.53171637882901,-47.148670759327565
7178e1eaa97257d8b6d4b80efd77a025,18270,tatui,SP,-23.34977716683689,-47.84737774347543
ab27bbbad5239bc31a34709275a70db4,18279,tatui,SP,-23.333791304252223,-47.84745972933328
dc7192adf8ba09569261f4a8d576afe0,18401,itapeva,SP,-23.974148024905684,-48.87104664329505
e333046ce6517bd8bb510291d44f0130,18950,ipaussu,SP,-23.055151680595834,-49.627190984256956
0ffa40d54288e4f3499b8780dd0f144f,19013,presidente prudente,SP,-22.13572820128065,-51.39200415919773
4559697a8f7e637227c2eeaed843baff,19029,presidente prudente,SP,-22.07708974256958,-51.41548624933166
64b87978a11c1ea7501a89eabe8c2c1a,19300,presidente bernardes,SP,-22.008508143870543,-51.55634360153441
a64e44665225d19dfc0277eeeaaccc57,19400,sao paulo,SP,-21.874288279503787,-51.84496960410868
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,-22.67568027378032,-50.437555529853796
5d3bb11474a06bdc23fb9e89f1164ee0,19804,assis,SP,-22.663902111270872,-50.435818033107424
52f9db5cfb423382a2fa5c9e39303202,19830,echapora,SP,-22.4299509636415,-50.20543406742506
7901646fdd36a55f564ffaf2dbccaaf7,20021,rio de janeiro,RJ,-22.912369544913414,-43.17350079335498
b74d1c09cb380e1d03a6f859c6f4224b,20061,rio de janeiro,RJ,-22.905811724167158,-43.18562902375167
537eb890efff034a88679788b647c564,20270,rio de janeiro,RJ,-22.91624456473871,-43.217950335265314
1099a00e0ee3a50935e6c2447ca090c5,20921,rio de janeiro,RJ,-22.89370323658222,-43.23151762119007
6e0908ef4d4efadbc3cc2b74ea477cb0,20910,rio de janeiro,RJ,-22.89952439510986,-43.23052438041677
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,-22.837911776525186,-43.322271046058205
ec5c1d94df153d473b37f880977ae58e,21320,rio de janeiro,SP,-22.89290587600688,-43.34764438953357
a9b533a26e898b12e8b8d4c07279bf4d,21545,rio de janeiro,RJ,-22.843286137769404,-43.343444318193725
058cb5aeb36d7c0fcae20fc85d5e0a59,21635,rio de janeiro,RJ,-22.832902971525176,-43.41230278119794
634964b17796e64304cadf1ad3050fb7,21840,rio de janeiro,RJ,-22.86836381426364,-43.46923216795061
6f229cc508fc6915ed5c499efd93baa4,21931,rio de janeiro,RJ,-22.809517664348757,-43.20020316543501
2aa3443d7bf9d9bb11133f420d75e083,22713,rio de janeiro,RJ,-22.93017458401669,-43.396083912145656
db46ca7bce82b11f7e247539271fc390,23080,rio de janeiro,RJ,-22.89853933540846,-43.5654214051635
cd6efc47efaabf134f8bdb654e10b4f1,23050,rio de janeiro,RJ,-22.906374170614946,-43.56641006132979
b1fc4f64df5a0e8b6913ab38803c57a9,24440,sao goncalo,RJ,-22.827149190613202,-43.05394814122972
001e6ad469a905060d959994f1b41e4f,24754,sao goncalo,RJ,-22.872354587681087,-43.027432812835386
fe701d88b67eaca109dffd464d1be9f9,24900,marica,RJ,-22.919618105516072,-42.83978957558533
3c03b12bab54d8b37d79d914bfdb1aa0,25561,sao joao de meriti,RJ,-22.768601480710736,-43.37689328166564
d2df77822373f19934e87694d8640767,86706,arapongas,PR,-23.4279012256901,-51.42388542180935
c88f62b4c386a59281014d677864d016,86707,arapongas,PR,-23.424820380972886,-51.433661455899596
9558aa23f77a9e0a0eca83540999f43b,86801,apucarana,PR,-23.557357614686314,-51.486818246345855
c3f5668699a1b04c0fa61ecea1e2bff6,86808,apucarana,PR,-23.554826632350057,-51.45069562281259
5f67c6082caacb26e431a7b17940cece,87083,maringa,PR,-23.387644893671027,-51.9551937045819
a213f1bd6458f4a158f3746cb2514559,87043,maringa,PR,-23.401267513818837,-51.89433304784449
06df0c10d34e459d9672bc77388742eb,87045,maringa,PR,-23.42413885933309,-51.89568585707491
d8c7ba53e7e38711eaef8c2849d6d2e1,87120,floresta,PR,-23.614374068425708,-52.08279443392809
a5cba26a62b8b4d0145b68b841e62e7f,87303,campo mourao,PR,-24.03407848867965,-52.37564132582676
9616352088dcf83a7c06637f4ebf1c80,87504,umuarama,PR,-23.751737598100476,-53.300729585266936
0f94588695d71662beec8d883ffacf09,88037,florianopolis,SC,-27.600182562331035,-48.50691625507008
cb4a705d00e100b9732d0ca34817d441,88032,florianopolis,SC,-27.528367115974625,-48.49191371378214
5795aebfe331fbcd02a2c4b679fb7952,88132,palhoca,SC,-27.64689284678193,-48.680545044873234
cd52a8efd71af3336b14b5039b951cc1,88136,palhoca,SP,-27.640827548878644,-48.70947771325603
04308b1ee57b6625f47df1d56f00eedf,88215,bombinhas,SC,-27.156572530334884,-48.50320378589788
3bb32fedaa74e4ad20f4ce067733bd31,88210,porto belo,SC,-27.15728166876612,-48.570047043580054
a56e351445e5863fc8960640ba9190c7,88306,itajai,SC,-26.93935158546252,-48.63936784351653
e0a3c37054ade6478d923a6efc10f308,88340,camboriu,SC,-27.023623854813533,-48.64826262904154
262237171f48e85819065498cac80d7b,88352,brusque,SC,-27.07661686672867,-48.893194732832825
0e982cff76cc0579f632cea8a0e38c9d,88316,itajai,SC,-26.943749340786518,-48.72163589675503
c33847515fa6305ce6feb1e818569f13,88359,brusque,SC,-27.14779223406619,-48.95791797799666
f18112da765e0971ca5d510dec322bdd,88351,brusque,SC,-27.085078646516095,-48.91775570249225
8603f0038fe0e52fedd3382d266723de,88495,garopaba,SC,-28.038737678812925,-48.6314633279986
eeb6de78f79159600292e314a77cbd18,88501,lages,SC,-27.81772374608258,-50.330752255444736
8ec76bb0965af3f007692b26fa9d6623,88804,criciuma,SC,-28.69121147375418,-49.387054719568205
ed46f1eb4a638113deb2a1137b5f22e9,89080,indaial,SC,-26.902775560081714,-49.24222291742907
913fd0ebba70bb919f7254a02239173c,89065,blumenau,SC,-26.871700394254578,-49.103069858381296
8060d731897e33b5c5ae575ce1e209e1,89052,blumenau,SP,-26.891021758568968,-49.07374245904507
8c16d1f32a54d92897cc437244442e1b,89023,blumenau,SC,-26.949942687634756,-49.07692500050797
2f1e7b90e01d9f086cbcb301c0c3d406,89022,blumenau,SC,-26.947572578379823,-49.070726394118175
9bcdfa7b615b3abb9461d9e3ad9886ae,89053,blumenau,SC,-26.877298283986775,-49.081445858810056
485452467ff670447e84a8370c3fc898,89190,taio,SC,-27.118392469189253,-49.999646980328514
be9a160a9011f627c3e121d076c1ec7b,89256,jaragua do sul,SC,-26.481293919027955,-49.058517578119535
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,-26.32827519256354,-48.880325259912475
b7cc6c5e001441ae8cdd5c69a480cbe4,89520,curitibanos,SC,-27.290948728745203,-50.577361136441226
5a9c0859cb00fd8aa4db443837f0a700,89650,treze tilias,SC,-26.998521324070392,-51.411579838730134
e73bf2cea7fe4b0b4d287a7568ed1099,89812,chapeco,SC,-27.11449604227134,-52.60281233605122
48985c61529077fa4f1e38bcff0f2ed3,90020,porto alegre,RS,-30.03058947301783,-51.22769725328026
8e4f041ff58e7845456d3482524014b3,90250,porto alegre,RS,-29.981609930830203,-51.188586365945525
b57e8460909fa137df7951b4a3b5ea84,90640,porto alegre,RS,-30.052808223119516,-51.2034994090908
2ec6e37d992a95eaddb3369dcbcc76d9,91310,porto alegre,RS,-30.04191923241926,-51.15143702712152
f356c348fbc8df6a882823e21f5ce8b7,92025,canoas,RS,-29.924146120759744,-51.161634590868964
44ed138eca6214d572ce1d813fb0049b,92010,canoas,RS,-29.916961604484985,-51.17984689341307
353e21e8bf8de2722b4fae1636664b76,92120,canoas,RS,-29.949839227216522,-51.16849385835351
723a46b89fd5c3ed78ccdf039e33ac63,93310,"novo hamburgo, rio grande do sul, brasil",RS,-29.68271240782272,-51.137380013249334
f205b1a3ca9a34e0f8a228bae6e4c7b3,94965,cachoeirinha,RS,-29.904950693956575,-51.07030394103
740205fedfe4e90ca6857bc77db0f2b4,95055,caxias do sul,SP,-29.15106168550321,-51.142925156171486
14f2b3587172b9db894c9bad8dab520b,95240,ipe,RS,-28.801903760853797,-51.28985837084383
3985a3c45be355a4c57fde108bfabd1c,95690,rolante,RS,-29.649633636465808,-50.572926219838145
da20530872245d6cd9d2f5725613c430,95650,igrejinha,RS,-29.571977530057968,-50.794729763963296
51e4e89242cbb846c2deff3dc015650e,96203,rio grande,RS,-32.079231334862236,-52.156032771961485
44717f64ec2a457979cf83c429077666,98780,santa rosa,RS,-28.057902813403306,-54.392630311174
05ff92fedb5be47920fea08e501238b9,98803,santo angelo,RS,-28.29055251979835,-54.26251143307887
8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,RS,-27.776575904388324,-54.23551840843682
e5cbe890e679490127e9a390b46bbd20,1041,sao paulo,SP,-23.54390458746036,-46.640046486444724
2d34636518ba88f5349b732fcf8ba2e4,1039,sao paulo,SP,-23.54137085777194,-46.63916528885119
f4aba7c0bca51484c30ab7bdc34bcdd1,1031,sao paulo,SP,-23.541905853440447,-46.63508761691669
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,-23.545598238423416,-46.641452670153164
aa2640d851ec322526f1295bbeb20092,1156,sao paulo,SP,-23.52892113830292,-46.66643724514501
1bb2bdb95f4841f1bba2c0d2cd83d3c9,1257,sao paulo,SP,-23.54360983905433,-46.68783857511076
8bd0f31cf0a614c658f6763bd02dea69,1222,sao paulo,SP,-23.54594454397298,-46.64936937401518
8de8fe3af4449ed695d2434c933ed73e,1215,sao paulo,SP,-23.53616739991495,-46.64754185786534
04e38a233f726ef161074ab1c9b0399a,1239,sao paulo,SP,-23.54309527008478,-46.63105919621764
131fcb0a0c9a47bba4474aacff0f14b7,1201,sao paulo,SP,-23.536082809674177,-46.6495393904693
b6f52e346160519c24a23af05410ad32,1254,sao paulo,SP,-23.54333742025504,-46.68085240293401
7d7866a99a8656a42c7ff6352a433410,1320,sao paulo,SP,-23.557955062291967,-46.639347399325395
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,-23.572898532495433,-46.65924739236763
88ae906ea2acf6971f26c3e8b7cb4357,1550,sao paulo,SP,-23.573056606592885,-46.61615054561147
bbad7e518d7af88a0897397ffdca1979,1512,sao paulo,SP,-23.553717206079803,-46.62949909730413
8bdd8e3fd58bafa48af76b2c5fd71974,1552,sao paulo,SP,-23.569490695195093,-46.611321773237286
c004e5ea15737026cecaee0447e00b75,2035,sao paulo,SP,-23.496211310932598,-46.62282500873062
1e8b33f18b4f7598d87f5cbee2282cc2,2066,sao paulo,SP,-23.508643305018005,-46.6052956688157
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,-23.503984838767177,-46.6256721599388
87d30a6a0cbf89356e49324971ab1d24,2036,sao paulo,SP,-23.501744307143422,-46.62080286230928
4371b634e0efc0e22b09b52907d9d469,2028,sao paulo,SP,-23.50870254456776,-46.61833692171872
5def4c3732941a971cba8fdee992ede1,2113,sao paulo,SP,-23.51772049568225,-46.589226620340014
d93b8458c6fe139d85cfa5eadbf55bd2,2238,sao paulo,SP,-23.471205040999262,-46.57158333882553
808d4348b916efa08e766ebad39f61eb,2336,sao paulo,SP,-23.481297618595416,-46.61693997878472
9bc484c87d79cd4874e05ca182658045,2422,sao paulo,SP,-23.47174879024135,-46.63677317670024
431050a06a317f2b38168dec3dcd2b46,2475,sao paulo,SP,-23.479988957379497,-46.64486948882975
119c7f1a00ef43fad0e57604e76a747c,2614,sao paulo,SP,-23.472334583682706,-46.656578449510576
c714262700f93defc16bf17a51a4cb23,2751,sao paulo,SP,-23.490900340040657,-46.6821277249256
70b52a4cfc823994561b00bad161b4ed,2727,sao paulo,SP,-23.49682861999247,-46.685783448823294
84c945f15571830c1a91a33978e94009,2851,sao paulo,SP,-23.45956619003817,-46.69137675746327
89bc797e2e29667aa035d4368f9b7f92,2969,sao paulo,SP,-23.492058779163493,-46.71062803918182
1c129092bf23f28a5930387c980c0dfc,2972,sao paulo,SP,-23.48115800015399,-46.710536255224824
5a4236931428800e9d9cc04af0987118,2916,sao paulo,SP,-23.494252239511642,-46.71388030944217
f44b6f775a2b390380e0e30b5c9d3eee,3057,sao paulo,SP,-23.541183796388026,-46.596844045911226
e9b6c33b71b67737693b4cfa68341c8d,3009,sao paulo,SP,-23.53617487378618,-46.620555388073335
d26aa40b90272d4843d63be7c1462c8d,3065,sao paulo,SP,-23.53737143220105,-46.578948292315204
4bfc7a4a1cf8d4d2121c27422d9e50b5,3111,sao paulo,SP,-23.560182683752867,-46.60439300394289
d8bf0fc082fd4a77fc2e5679b6c00133,3184,sao paulo,SP,-23.56417824378092,-46.586620659653406
cfe94489ddd337d1e29e12f2a7205d10,3178,sao paulo,SP,-23.553470005511663,-46.58779032038251
76d5af76d0271110f9af36c92573f765,3194,sao paulo,SP,-23.56788988703906,-46.57394821510183
3d4b1ae7539303b5704493798893e82c,3244,sao paulo,SP,-23.603832673240486,-46.54086244060937
31561f325664a8a7aba4c8d0c3a9b3db,3287,sao paulo,SP,-23.595498020056482,-46.53310582777932
0ac4201fda2c68ebc0e47cb9423cf3c9,3345,sao paulo,SP,-23.57157695736587,-46.56366058582028
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,-23.54868915651899,-46.5655381380219
00ee68308b45bc5e2660cd833c3f81cc,3333,sao paulo,SP,-23.55619057504086,-46.569128350390784
bee36b4f9a2b9fdcaff6ec05df202ed0,3308,sao paulo,SP,-23.54154753142689,-46.571906445626375
8936ba0de1073ee888cb3185ae5dc661,3372,sao paulo,SP,-23.570556985026897,-46.55585347909131
725c32fa80c2faacc4fc88450d27314e,3320,sao paulo,SP,-23.546530378903565,-46.56533761884633
0af2ab31141893d26aca5a404a537dab,3431,sao paulo,SP,-23.550472430843705,-46.53884595688124
dd7ddc04e1b6c2c614352b383efe2d36,3471,sao paulo,SP,-23.565095619050492,-46.51856509433425
2b3b9ce054da76a7428df143a567b156,3572,sao paulo,SP,-23.57483596773854,-46.49680878317832
17eea220a40cc0d2c0c5346379682398,3565,sao paulo,SP,-23.538623910110672,-46.49447915291885
a414555ce331b8c8aea4a9cb8395194d,3638,sao paulo,SP,-23.52823824493555,-46.54152974201263
08084d990eb3f53af056ccbc1730c8a7,3612,sao paulo,SP,-23.517499589303572,-46.53574289589707
89c127985a8b130cfa45c1d36764017a,6016,osasco,SP,-23.532463426093493,-46.7795430751613
fe49ee029e61e789a1f3a5525f57ba8d,6018,osasco,SP,-23.54089999196139,-46.776112969814946
